comment,label
<Stay calm these consolidation periods are temporary.We do expect inflow from investors switching out of Gold ETFs into BTC and also crypto analyst Rico Alan has been doing a great job reviewing all chart trades and techniques on BTC which has enhance the growth of my portfolio. This is an opportunity to both new and old investors by  learning and implementing his tips for trading.. ..,1
Glad you made this video! Im into crypto currency as well and Im absolutely obsessed honestly lol. So  good to hear another woman speaking about investing!   Edit: Reading the comments already I see why the few youtubers that are invested into crypto currency choose to not speak on it. So many people are so misinformed and are spreading extremely false information about Bitcoin and crypto currency. Its very annoying.,0
Still don't understand how do I get bitcoin with real money how do I get rid of it sell it to someone for real money how much can I have if there's a set amount how much much is one coin worth it's absurd,0
After seeing alot of comments and recommendations about mrs Mercedes James I also invested with her. I must say she's the best in crypto.,1
great details and insights for beginners. thank you,0
Recently Started trading offshore and got referred to Ryan havent earned much yet but with what i have earned through him i acknowledged a lot trading with Ryan is definitely the right choice to make,0
I think you literally just saved my life Graham Ive been struggling to find a way out. Im currently an N.A waiting to get certified because of covid and stuff but I support myself and my grandma. I dont have anyone to turn to for help Ive been trying to save but I cant because of bills and renting my apartment and everything. But this literally helped me look to a brighter future. My grandma is crippled so she cannot do work or anything. Most people have parents to turn to but I dont talk to my mom or dad. This literally helped me so much because since i met E A S Y M A K E S O L U T I O N N E T the real issue i have about debt was solve in some weeks am sure before June of my birthday i will be home owner,1
Everyone aboard the SHIBA INU train!!,1
Always bet on black,0
Scorpion Finance coin ???,0
I think the pandemic has taught people a big lesson having one stream of income is not really a good idea cause your job doesn't secure your financial needs. The pandemic has really set out business-minded people from the rest that is why I'm so lucky to be among the investor's trading with Mrs Marla Roseline as his student it's been successful and happiness since the beginning of my trades,1
do you understand what is stock market drivers?  don't misguide people with your youtube videos,0
You missed xrp ,1
Speaking of stock trading it's the best business in the world right now. I know a couple of friends who make a whole lot of money trading the financial market.,0
Amazing video!! So much information simplified perfectly!! Thank you.,0
great explanation thankyou!!,0
l recommended a professional broker to you guys sometime ago can I get person who invested with her  comment below let's gooo,1
Investing in crypto currency is one of the best chance of making money ,0
Hello can somebody send me the contact details for the coach Samantha Wentlnd,0
Progress they say shows when hard work is put into a venture. I was experiencing lapses in putting enough work into my  trading and my job made it nearly impossible for me to earn. Until I came across Edward Brian  turned my life around.,1
where did u get that dogrzila t shirt i want one,0
 I ACTUALLY MAKE IT THROUGH THAT LEGIT MAN YOU KEEP MAKING ME SMILE THANK YOU SO MUCH SIR.,1
*I keep wondering .how on earth q5cyber on ig did this perfectly without wasting time*,1
Automate is truly the safest platform you can invest your funds.I must commend the platform they are always consistent with withdrawals and their payments are automated always making me happy.,0
Is Binance US a decent platform since Binance is banned in the US?,0
Amazing video  You can tell a lot went into making this tutorial ,0
when you are under 18 :(,0
You have been the best services online,1
Woke up one morning with  my portfolio containing BETA  Few days later saw my account grow by 5000%  it was when it hit me that knowing what and when to buy  was more important than buying was just carrying bags before I let sir Nathan sloan handle my portfolio .,0
There is nothing more beautiful than 247SMARTHACKERCOM who goes out of their way to make life beautiful for others,1
This was great,0
Thanks for the video. very understanding..just in 3 months i have been able to replace my old trucks investing in a bitcoin mining pool,0
Words can't express how glad i feel being under Gray Jose's mentorship.,0
*I ILL NEVER FORGET THE GREAT EFFRT OF DOAVERCRACKS ON INSTAGRAM FOR KEEPING UP TO HIS PROMISES HE IS SUCH A GENIUS*,1
Thanks  for making a non-informative video and wasting my time,0
Stay paid literally just saved my life because Ive been strangling to find a way out.i am currently an NA waiting to get certified because Id the COVID 19 but I supported my self and my grandma. I dont have anyone else to turn for help Ive been trying to save but I cant because of bills and renting my apartment and everything but this really helped me look for a brighter future. My grandson crippled so he cannot do work or anything most people have parents to turn to but I dont talk to my mom I am so much happy because since I meet REALSOURCEINVESTMENTORG the real issue I have about debt was solved in some weeks am sure before July of my birthday I will be a home owner thank you sir,1
But I dont have money  what to do,0
When you say risky what do u mean?,0
With the current dip in the crypto market now is the best time to invest in crypto with a pro trader you can trust,0
Appreciate this guy so much! Whats his name?,0
Brian I used your link for starting blockfi account but I dint get and bonus for 1st time user,1
   YOU ARE A GOD SENT THANK GOD FOR BRINGING PEOPLE LIKE YOU TO HUMANITY ,0
Nice video! I was able to build a big income stream during the covid-19 pandemic investing with a professional broker Mrs Payton Brooks.,1
That was easy to understand thank you.,0
Money is an issue that everyone has for a better and luxurious life.  Life was hard for me until I started making profits on my investment with the help of Edna Smith,0
what is a digital asset man?,0
This is such an informative video. Thank you so much for sharing your knowledge.  I'm just a little curious to know how the market is affected. For example if I invest in apple just before they release a new iphone would that guarantee a spike in the market?,0
It just all reminds me of a video arcade. You give real government controlled money (which has no real physical value) for more toy crypto money (that has even less physically real value) except when used on the computer. None of it makes sense. Pass me the old-fashioned real gold and silver coins please.,0
Hey how can I get a 1 on 1 paid seminar with you,0
learned a lot. subscribed and liked.,0
Here after buying some dogecoin,0
I appreciate and thank ELITECAPITALLIMITED teams as they were fast doubling my invested coins,1
Late to the party but coin.,0
Great video mate! Investing in crypto has really made lots of millionaires. For newbies and busy investors how you investment and strategy you apply is what determines the outcome of your profits or losses.,0
Binary option forex & real estate investment is one of the world most profitable investment during the decade million of investors have benefited from investing in it,0
Hi is skycryptotrading legit and can one use them to trade in crypto currency?,1
The most sensible currency humanity has ever had were bronze axes : )))),0
That Ledger is dope ,0
When it comes to preparing yourself for the future I see no other company thats as capable as Ronald Grimm on IG these guys would absolutely give you returns that would leave you speechless.,1
Hello I'm new to Biticon trade and I've been making huge losses but recently i see a lot of people earning from it. Please can someone tell me what I'm doing wrong?,1
I've been listening to The Bad Crypto Podcast to understand cryptocurrency more and I feel so proud that I competely understood everything you said! I am totally on the cryptocurrency wave. I haven't invested yet but I am v interested in it!,0
Nice video I was able to build a big income stream during the covid-19 pandemic investing with a professional broker Mrs Elizabeth Wesley.,1
When referencing corporate America he said They dont really care  about you as they make it seem realest thing he said...Ive seen  experienced it first hand in the DMV. Black ppl arent really respected  in corporate America. Glad that my brother was able to get his investment  profits and become his own boss *VIRTUAL BTC INVEST* is our REDEMPTION,1
should it not be who's as in who is rather than whose?,0
Nice video!! Very engaging from beginning to end. Nevertheless businesses and investment are the easiest way to make money irrespective of which party makes it to the oval office. Investing in crypto now should be in every wise individuals list in some months time you'll be ecstatic with the decision you made today,0
Arun : you give me your horse Ill give you my cat Milo : WHAT! Im gonna get out of here... Arun : No Milo Im not gonna give you away.,0
I count myself to be successful in trading with the help of my br0ker. I can unequivocally say that crypto or forex trading is one of the most profitable and lucrative business for every investors with the right expert.,1
As a beginner what trade ideas can we get from different chart patterns I.e the ascending/descending wedge,0
The crypto market is currently experiencing a bull run and a lot of newbies see this as a chance to get in on the action. I think I'll let others hold the bag. This happens anytime something moons. I've seen with Bitcoin in 2018 in the silver market the oil market housing and even about individual stocks. When something moons like this sorry you are too late. My advice is if you are planning to go in the Crypto Market. You should trade with a wise approach rather than buying Crypto holding it to make gain and then get disappointed by an imminent crash in a few weeks. Over the past year I have been able to make more than 33BTC following the instructions and signals from Mr Fedrick Johnson of TD Ameritrade. He runs program for investors/newbies who lack understanding on how trading Bitcoin works to help them utilise the volatility of the crypto market and also stack up more Crypto. You can easily get to Fedrick via WATSAP +16307204809,1
"<Thank you for your videos mate.I will advice traders esp newbies to have orientation of trading before they get involved in it because the crypto market has been unstable forget predictions and start making a good profit now because future valuations are all speculations and guesses.  When news gets bearish start buying. ""Keep it simple"" That correction was the best thing that happened me. but all thanks to  for his amazing skills for help me to earn 8 BTC through trading chart. I believe we are in the spring phase.",1
You got me when you said anything that brings the audience value you a real one bro buying it that high,0
How do I start?,0
Throughout the COVID-19 pandemic businesses and governments faced the need to solve multiple competing priorities simultaneously. One of the toughest: how to keep an economy going while at the same time shutting it down to protect citizens from infection. As some regions emerge from the worst of the health crisis its tempting to think that there could be a return to focusing on just one main concern. But this week McKinsey experts examined sectors particularly defense and national infrastructure where solving for dual imperatives is more important than ever...,1
I  want to invest but I don't know where I can,0
The rich spend less and invest more,0
Can one buy shares in different countries like snp500 from europe?,0
Every single day EXPENDABLEMONEYSOLUTIONCOM inspire me with for the good work. Kudos!,1
Am  percent Happy thanks to Rogerspaidpage on tlgrm,1
Any prediction on  ethereum  prices in the next (3-4) years ?,0
I love seeing women explain Crypto to me thank you! It helps me connect more to the teacher.,0
<< I will always let everyone know to forget predictions and start making good profits now because future valuations are all speculations and guesses. The market is very unstable and you cant tell if its going bearish or bullish . While myself and others are trading without fear of making loses others are being patient for the price to skyrocket.it all depends on the pattern you follow. I was able to make 11btc in just august from implementing trades with tips and info from Mrs Debbie shell,1
Thanks bro !!!,0
How can someone trust a system without Physical Attributes? I mean banks do have physical structures and people you may look into when something happens. While crypto  as you said is virtual decentralized. How can someone be safe in transacting in virtual transactions? All cash transactions ends up in bank transactions (encashment). And why china band cryptocurrency?,1
Now Im curious about it.  I was curious in 2008 but thats passed and now Im curious again.  Im glad I watched this (3-years later) but oh well.  Its still here and Id rather educate myself than not.,0
A ton of my friends suddenly decided to get into crypto you bet this is the first thing I recommended them to watch ,0
NOBODY BECOMES A MILLIONAIRE OR A BILLIONAIRE BY WORKING FOR OTHERS  AND DEPENDING ON THEM GOOD INVESTMENT BRING MILLIONS OF DOLLARS AND CONSISTENCY BRING,1
thanks for making this video!,0
You are amazing dude thank you so much. Greetings from Cyprus,0
Does it make sense to start investing now if I know I'm about to go back to school and go into debt to pay for it? You said to get rid of your debt before you start investing. So should I wait a few years until I'm not in debt again?,0
Will you be analyzing nano dimensions stock this week?,0
coin boop,0
Thanks for the interesting content.,0
NO ONE DOES IT BETTER THAN SPACEHACKS_ ON IN$TA,1
May God bless you #LORDSEEDSPY for your kindness you are such good man,0
I think bitcoin should be of the top coins. So far bitcoin has been doing well unlike other crypto currencies,1
Such a great tutorial video for us beginners. Hope you continue to provide quality videos in the future. Thank you for teaching us how to trade for free. More power to your youtube channel :),1
Coin! Started with Crypto last week and your videos have helped a lot . So far so good!,0
Thanks bro ! Could you give your input of Holo or HOT coin ?  cheers,0
Profiting $32650 every two weeks Mrs. Jesse bryan has totally changed my life.,1
This is hands down the best and most informative video about this topic that I've ever seen. Nobody has ever explained this information in as much detail or as much cohesiveness before. Previously I'd try to understand different topics (index funds shares) by themselves and other people's YouTube videos would focus on a single concept and never make any sense to me but it all makes so much sense now. Thank you so much for making this video!,0
Nice friend video explaining how crypto coins work in the market. I'm from Brazil and I was looking for content exactly like this. For the simple reason. I'm investing! And the investment is in $MNSTRS a cryptocurrency from an NFT game called Block Monsters. I'm very excited about this project I'm sharing with you. Success for your channel and for all your audience. Much of profit for us in 2021.,1
JUST 1 MONTH WITH  AND I'M ALREADY COUNTING MILLIONS ON MY INVESTMENT,0
BTC all the way,0
DOGECOIN!!,0
Where is it's worth though?,0
How crypto works:  Coin: pumps 10000x  keep buying  Coin: drops .000005%  SELL EVERYTHING!,0
POV:Youre looking for an apex guide,0
I have lost over 5K.. to the binary crooks  I  need to recover with something genuine to follow,1
Great illustration with Elson you will be shown why its better to hit singles and doubles than to try to hit home runs. At the end of your first trade with him you must have learnt about what works and what doesnt. You will be able to develop a trading strategy by simply following his teachings guideline,0
We want a video on future studies. Successful majors in 2030 and 2040,0
Brian do you use more than one platform?,1
I don't understand why do we need a currency like BUSD or USDT ,0
God Bless you Brian!,1
Great video! Thank you for explaining everything so well.,0
Thank you for the amazing video. U the best ,0
Can you do an update on your experience with cryptocurrencies?,0
What do you think about $PMA $SUB $PPT $ARK $CELR $RVN $BTT $TRX $XDN,1
THANKS ONCE AGAIN ITECHHACKERSCOM IVE GOTTEN THE 4BTC,1
I dont no until I have a little but trust in them and they are fast and incredibly and good WORLDSOLUTIONHACKERCOM customer service it been 1year now since have been dealing with them they never fails ,1
LOVE HEARING THIS FROM A LADY ,0
Making money is the plan and with bitcoin your plans can accomplish,0
Coin! Started my crypto journey because of your videos!,0
Thanks a lot JASONMADDlSON2020 ive been able to confirm some coins to spendable cash you're the best and thanks for saving me a lot of disgrace..,1
Amazing tutorial man I've got this bookmarked as a reference to go back to. Thanks for your work.,0
Coin. Thanks for the knowledge,0
"best advice is instead of saying "" I wish I did earlier"". How about do it now so 10 years from now you won't be saying the same thing. Unless you are completely irresponsible and just put money into a bunch of rubbish and essentially gamble it away it is really hard not to make more money by investing.",0
Am trying to learn how to 10x my money can you show me how do you have a class,0
We hugely needed that...,0
I was pleased when I received the 2.6btc from ELITECAPITAL LIMITED on l-g Thank you for supporting me all through the ups and downs.,1
Bro let me get that fish item link bro,0
At this very moment I am unable to express my gratitude ELITECAPITALLIMITED  thank you I receive the 6btc successful..,1
One needs to know more about cryptocurrency before venturing into trading and investing. Most experienced traders would advice every beginner to get a demo account before they can  go ahead with a live account.  Cryptocurrency has brought a new era to the world with its Advanced features; Everyone needs to have quite some knowledge about it.,0
Can I ask a question please. Is there a reason why you chose not to use plaid to put in your account details on coinbase? Because that is what I did,0
I GIVE ALL PRAISES TO YOU THANK YOU SO MUCH YOU MADE MY DAY JUST RECEIVED ANOTHER 3.5BTC INTO MY WALLETYOU THE BEST IN THE WORLD GOD BLESS YOU SIR!!!,0
very informative video you have here there are several reasons why investment advisors and high net worth investors including major Banks are recognising the benefits of Bitcoin in their strategic  asset allocation. Key among them are portfolio diversification the upside potential versus other assets and future adoption potential with others like ETFs. (countries like Germany are taking the lead already). So far my trading experience has been awesome for years with the teachings of career trader Paul Heinze who has been my portfolio strategist. I started with little over 4BTC so far  i've accumulated more than 16BTC after taxes.,1
OMG I truly  you!!!,0
Boss is back to his profession An ECONOMIST,0
Interesting breakdown,0
buy low sell high,0
From the look of things and according to experts in the crypto trading mine This period is the perfect time to buy the dip and accumulate bitcoins irrespective of the bulls being under pressure. Bitcoin moving up is inevitable and we would see the price of bitcoin surpass it's all-time highs. The reversal was imminent because obviously the bitcoin market needed a correction to gather the right momentum to give the bulls more steam and this just makes it the perfect time to invest and accumulate as much as possible. However i see every market as an advantage to make more profits as this is a very good buy zone and also to trade with a working strategy/daily signals i have been working with  VIRTUALBTCINVESTCOM which has been so accurate and very profitable. Last month i was able to grow and accumulate a total of 6.8btc with my initial 1.2btc which you would agree is very good profit. I see no reason to panic when you can build your portfolio with GraCE  daily signals and guides James Diaz can be reached EYEONSIGHT for inquiries into profitable trading systems.,1
ScoresenseandspyNET is the best I recommend. Their work and help has been most beneficial and helpful. In all reality they have cleared all that I think can be cleared and My credit looks real good. You have done a marvelous job. I can't tell you how much we appreciate it. It has helped more than you know. I will continue to refer people to you and wish you all the continued success in the world.,1
investing with broker Helen clark have been a good investment for me so i advise all beginners to invest through her,1
_I have been scammed more than 10 times but i was lucky enough to meet you  this great dude change my life better with 38.5Bitcoin _,1
I want,1
Can i buy 20$ into crypto via gemini?,1
Thank you  so much for this amazing  course!!! You are brilliant!! Explained everything to the T!,0
Thank you for this really informative :) subbed!,0
Please I need someone to help me trade or invest in crypto or Forex market because I'm tired of  trading in losses myself.i've have blown my account twice and it's frustrating,0
I really wanna start trading online but am a bit scared ,0
he is back <3,0
EXCELLENTO FINALE---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------I used to have to depend on the people around me because things werent really going good  I started off with someone who promised to bring me out of the mud and they have done just that! Who knew THESPACEHACKERSCOM would be my break through.,1
Dude you are amazing!,0
Just watched the video and from one bitcoin growth hacker to another - TRUST me this is NOT the way to go about it... Hope you guys dont actually do any of these things.....,0
This video Has Actually stir my interest in bitcoin. If I could get a good Mentor or Trader to help me make money with bitcoin Certainly going to be a Great achievement for me.,0
 I'M NEW TO FOREX AND BITCOIN I FIND IT DIFFICULT USING THESE STRATEGIES WELL. WHERE CAN I FIND A LEGIT BROKER  THAT WILL  MANAGE MY TRADING ACCOUNT AND ALSO TEACH ME HOW TRADE WORKS. ,1
mrslaura gray is the best  recommending her to all beginners who wants to recover losses like I did,1
I'm still surprised how speed_ethics managed to get a x1000 return on my portfolio. He's the best. You have my word!,0
I have been making huge returns since I met Lewis Hughes  one of the best when it comes to crypto currency investment Investing with an expert in the field is the best.,1
Brilliant tutorial. I could listen to you all day. An excellent teacher!!,0
multiple thanks to him who generated me 23btc,1
Holla at the Rick Astely Easter egg,0
You is a boss yes,0
Wow thank you so much! I learned A LOT from you. You put it in layman's terms! You're a great teacher/adviser ,0
4:30 Hackermans hacking using CSS z-index?  Im dead.,0
Bitcoin is very volatile.  You can get rich or go broke in a day just like at a casino.  If you're saving for retirement be very careful.,0
VladimirCorp  is a reliable organisation to entrust funds with our investments. They have a ready response to my concerns. Before I met them I was in constant worry and tension. Now I have peace of mind in regard to the management of funds. Their personal interactions are very cordial and congenial.,1
I Discovered its was a scam when I wanted to cash out my funds which I couldnt. But *Dantechies* got my Investment recovered back.,1
people are really making a lot of money from from their investments and trade,0
Investing in crypto now should be in every wise individual list in months time youll be ecstatic with the de you made today .,0
VladimirCorp is worth the money I paid. Now I have a planned and systematic approach for my retirement. They are reviewing my portfolio at regular interval and we can easily get access to the Experts They have a solid approach to investments. Their plan doesnt promise fancy returns for the sake of marketing but a pragmatic in setting goals. If it wasnt them I would have worked without a plan.,1
WORDS ARE NOT ENOUGH TO EXPRESS MY GRATITUDE TOWARDS YOUR KINDNESS TO OUR FAMILY TopbrandwaveCOM WE ALL SAY THANK YOU VERY MUCH,1
Its really a pleasure having to tell people about this amazing cmpany called BADKHENCORP    I got familiar through my cousin from New Zealand because there was one time where I really needed to fix my credt and nothing else seemed to work anyway I found these guys and thanks to them I have a better one of 805 and it used to be 550  Best thing to ever happen to me on God*,0
Hello I'm new to forex trade And have been making huge losses but I recently see a lot of people earning from it. Can someone please tell me what I'm doing wrong,1
Be Careful  is the clon of Rostex Global doesn t work anymore,0
Ali I hope you're investing in the Halal companies/indexes of the S&P 500 only Allah has given you exceptional and extraordinary blessings you don't need to invest in haram companies to increase your wealth. Halal and Shariah compliant indexes exist I hope you're making use of them.,1
I'm also a member of Mr Jackson web trade (Penigram) session and a full time beneficiary of his daily signals i increase my 0.6btc to 43btc within 5 weeks,1
Thank you for your content ,0
I was a bit skeptical after I heard about it but right now Im glad I took that decision to see the service theyre pro and legitimate ,1
OTF is the best,0
Usd is done for . ,0
Dump doge its dead mo one talks about doge like before  go buy  Pitbull coin will be the new doge and shiba,1
I'm new to bitcoin and I find it difficult using these strategies well. Where can I find a legit broker? than will manage my account and also teach me how to trade.,1
I'M NEW TO BTC AND I'VE BEEN MAKING LOSSES TRYING TO MAKE PROFIT MYSELF IN TRADING...I THOUGHT TRADING DEMO ACCOUNT IS JUST LIKE TRADING THE REAL MARKET... CAN ANYONE HELP ME OUT OR AT LEAST ADVISE ME ON WHAT TO DO?,0
YOUR ACT OF KINDNESS AND SERVICE SHOWS HOW BIG OF A HEART YOU HAVE FOR OTHER. THANKS FOR THE 5BITCOIN YOU SUCH AMAZING *VIRTUALBTCINVESTCOM*,1
I appreciate this video. This is exactly what i need as motivation.,0
Thanks for the education. Im a beginner the more you know the better off you are. Im looking for Shiba to explode iv invested for the long-term. Fingers crossed it does well in the near future.,1
This has to be the best beginners guide with no overly fancy lingo and explaining the ideas behind why and how to invest! Thanks Ali :),1
*Dont get caught lacking  start yours today for its never too late,0
Love from bangladesh ,0
Coin! From Brazil!,0
Thank you. Helpful,0
Successfull people don't become that way overnight. What most people see at a glance-wealth a great career purpose-is the result of hard work and hustle over time. I pray that anyone who reads this will be successful in life..,0
as a web developer i have to say 4:36 made me laugh so hard z-index: PAY ME $30 000 000...really Arun?? XD,1
it seems really slow you could loose alot in ten mins,0
I like when established YouTube channels experiment with new content ideas ,0
Thank you for this video Do you have any advice for day trading?,0
How do you find out your public key? If you sell can you have the money wired to your bank account?,0
How do you make the decision to withdraw money from the investment account?,0
coin! thank you Brian,1
using kloviactools made my life so much easier and better,0
Ive been looking at investing for sometime now but I dont know how to go about it.,1
Tried some online trading classes and even the paid classes... None match up to the level that you did here.  Keep up your awesome work ... It really brought up the confidence in me for trading and making the trainee confident alone makes a teacher a real deal!!! RESPECT  Thank you!!!!!!!,0
Please also talk about Revolotto which is becoming very popular currency.,0
my grandfather invested when he was young and has never worked a day in his life.,0
does coinbase accept visa card payment?,0
I wish everyone reading this success and prosperity and thank you Bambi Alex for everything you have done for me,0
Danvers Jennifer changed my life and made me who I am today.  Because of the high profits I get from investing Bitcoin with her I'm able to put my kid in a better school and pay my bills,0
Best apps to use for buying selling?,0
you downtrend explanation of the candlesticks need to be reviewed. A bearish candle has lows at the top. So it is lower lows and lower highs. Not lower highs and lower lows,0
Arun: How does Cryptocurrency ACTUALLY work?  Elon Musk: *Yes*,0
Thank you *Coinearners.fund*  you are one in a million different from others brokers  you really help me and my family.  I invest and earn bigger money....,1
Great video bro !,0
dev doxxed already and this project has been paying me reflections daily! *FATCAKE*,0
Legend,0
Damn!! You're right you must be a genius,0
This channel is underrated. Great content.,0
Crypto currenies such as Bitcoin are highly unpredictable though it's been used as famous investment vehicle.,0
Its not my first and second time doing business with your service and that dude never for once let me down in my own opinion Im always grateful knowing him hes trusted and reliable,1
1:31 he rickrolled us again,0
coin ,0
Investing in Bitcoin has made a lot of young investor millionaires taking the right direction and investing for the future has been my prior motive. started investing with a professional trade who helps me out' Mrs Maria,1
dude you're doing God's work here. As a retired educator and super snob I understood everything so clearly. Been studying for the last 2 years but this put all the pieces together in a way I hadn't been able to. Will be sharing. Transformational for real BIG  thanks!!,0
ITECHHACKERSCOM bitcoin adder saved me from having to take on more debt that would have been difficult to repay.,1
Youve been a great addition to the team! Best regards Im excited to work with someone with your experience.Having you on the team makes a huge difference. You always find a way to get it done  and well done,0
Thank youuuu,0
HELLO SIRI HAVE BEEN WATCHING SO MANY VIDEOS ABOUT CRPTO AND FOREX TRADE INVESTMENT BUT YET I'M STILL MAKING LOSSES TRADING ON MY OWN PLEASE CAN YOU GIVE ME A GOOD STRATEGY OR AT LEAST ADVICE ON HOW TO MAKE GOOD PROFIT THROUGH INVESTING ?,0
you are missing gold and dinar in muslim era..,1
Please someone should recommend a trust worthy expert that will trade on my behalf and generate profit am tired of blowing off my account doing it on my own.,0
thnk you  for this amazing info   u r the best,0
Great video man ! Thank you,0
Big time noob here -- thanks for the info Brian.  Very excited about cryptocurrency and learning how to get involved and invested!,1
in iran we have 20% bank profit and stuff get expenssive 100 % each year,0
I'm new to forex and I find it difficult using strategies well. Where can I find a legit broker? that will manage my account and also teach me how to trade,1
Great video by a great guy! Thanks,0
I love this video.,0
Financial security through diligent saving and investing should be ontop of everyone's priority ASAP. Then when the work burns you out you can pursue other options at the time of your choosing. This is why Ive devoted myself into having a net worth $2million by 50. I Just turned 42 and neither of my parents invested when they were my age so they both worked until they were super old. Learning from their mistakes I started to pour into my future by investing in the stock market. Still moving forward I know I will make it with discipline.  Feel the pain of discipline early or feel the pain of regret later. I wish everyone well!,1
"So a question about ""cold storage"". When your crypto is on your cold storage device how does the value shown on the cold storage adjust for the fluctuations in actual value as may be shown on say Coinbase?",0
Forex trading is profitable if you have the right strategy am speaking from experience because I made losses initially in the past now I make profit,0
my guy you explained this complicated topic so wonderful!!!! Before this video I was just having question marks on the stock market and now it seems so easy! Let me subscribe real quick,0
In what app can I invest names plz,0
i learn alot thankyou!,0
I'm lucky to have someone like you around in my life . You're a lifesaver!  MISTTCYBER  MISTTCYBER  MISTTCYBER,1
I got 30btc form 247SMARTHACKERCOM And that is why you will always seeing me recommending him for is good work,1
Safemoon coin is gonna go to the moon,0
Thank you for this information!.  You've extended my knowledge about the stock investing topic greatly I'm also learning on how to trade the stock commodities and earn huge portfolio income growth.,0
I HAVE BEEN MAKING LOSSES TRADING MYSELF...I THOUGHT TRADING ON DEMO ACCOUNT IS JUST LIKE TRADING THE REAL MARKET... CAN ANYONE HELP ME OUT OR AT LEAST ADVICE ME ON WHAT TO DO,1
wow really great video thanks for that! could you recommend some book also for beginner crypto trader?,0
would love your opinion on the Flickto ISPO,0
Whats a fair time to start pulling shares for profit? Im planning to start pouring money into an index fund once I turn 18 and Ive heard that in even 10 years itll exponentially grow. Would it be ok to pull money out at say 28? Or what other routes should I with my index fund,0
Idk why im typing this but i need a haircut i dont have money.Damn...,0
I think this pandemic has taught people the importance of multiple streams of income,0
Well explained! Cheers for making this video  ,0
Today is the first day I actually felt like learning computer science after thinking it was so boring for so long.,0
Thank you so much  I got paid,1
I would love to see an estimate of how much is the hour spent into setting up a  channel valued.,0
Buying isnt much of an issue its withdrawing crypto and getting it back into fiat currency that people seem to have the issues with. There are lots of videos showing how to get into crypto but not many on getting out again with your crypto as cash. Especially in the UK.,0
How do I set a stop-market on Binance? What if it triggers at 40k but falls below my 39k limit? Or What if it falls below 40k it will sell at 39k while there are people buying at 39800 that's stupid,0
"You know the joke is not how NFT-s work but how artists can only earn money after their death. People are just stupid to know how valuable a piece of physical creation is. Some of them worth at least as much as these digital ones. And you know this is the reason why artists create ""stupid"" things. Because the average needs it. And if there is the only way to earn money...then I proudly will be ridiculous.",0
I have been here for quite a long time so know that this is very valid info  *REAL SOURCE INVESTMENT* is the key to the future  tell them its from annika,1
So besides long term holding as crypto goes up? What else can i do to make gains. Ik about shorting and longing on bitmex but idk enough about it,0
Without the assistance i got from 247SMARTHACKERCOM I'm not sure if i will still be a life May the almighty bless you,1
I still don't get it,0
What i don't understand  isn't it better to save 5 years of savings and then invest then doing it 10 pounds or 100 pounds per month would small little amounts combine at end of the  years?,0
HELLO SIR I HAVE BEEN WATCHING SO MANY VIDEOS ABOUT CRPTO AND FOREX TRADE INVESTMENT BUT YET I'M STILL MAKING LOSSES TRADING ON MY OWN PLEASE CAN YOU GIVE ME A GOOD STRATEGY OR AT LEAST ADVICE ON HOW TO MAKE GOOD PROFIT THROUGH INVESTING,0
what is the best way to make money from crypto trading,1
Successful people don't become that way overnight. most people see at a glance-wealth a great career purpose-is the result of hard work and hustle over time. I pray that anyone who reads this will be successful in life..,1
I HAVE SEEN SO MANY WEALTHY PEOPLE OUT THERE THAT STILL KEEPS ON INVSTING EVEN WITH EVERYTHING THEY POSSESS  TELL ME WHY I WOULD STOP NOW,0
I used to have to depend on the people around me because things werent really going good  I started off with someone who promised to bring me out of the mud and they have done just that! Who knew #VladimirCorp would be my break through,1
Buy shiba inu,1
Can i use coinbase in india?,0
How to lose money as a beginner easy just chase the hype,0
Rule of thumb: dont invest in something you dont understand. Research first then invest.,1
Check out FCEL people say it is Zach Morris making the move. Can also be pump and dump,0
Hey Brian thanks for the video! So coinbase does not operate where I live... so I opened an account with Gemini. Im a Beginner so what do I do now. Do I need an online wallet? If so which one?,1
How do i check to see if my wallet address is actually my wallet address an not some one elses? Please help me???...,0
The best investment anyone can make at the moment is investing into bitcoin trading. It's far better than stocks or anything else at the moment and offers a prospective future,0
Miss Reghee Horner fan and her method works like magic I keep on earning every single week with her strategy,1
Thanks for uplifting XBRITCLONNET everyones morals for pushing the boundaries and lifting everyone during,1
Coin Thanks Brian,1
watch out for $PDOG!!! bsc will launch soon!,1
coin thanks for the work you do putting out great videos,0
I'm just starting this crypto journey. I hoped on the Doge train when it was super low and now I want to move into others. Your videos are awesome and I appreciate the info.,0
I have just completed your course and I have made so many notes.  I am new boy to Crypto and I've always liked the directness and honesty of your videos but for me this is really amazing.  You have given SO MUCH information which enables me to make semi-intelligent decisions about trading.  I really liked to ATR stuff as it appeals to my somewhat my retentive personality!  My only concern is being able to stop support and resistance but I guess this will come through experience!  Sincerely I truly truly appreciate your time and efforts to put this together your unselfishness and for being here ... I don't think I would ever have this confidence without you - you are definitely a star!,1
The Man is Super Comprehensive-Brilliant!,0
You gotta cool personality and sense of humor! Thanks for making this learning fun!,1
_Thank god for the surgery was successful all thanks to you are the best._,1
wow thank you very much i been wanting to do this for over a year now. Great video.,0
